"","related_publication_id","related_publication_citation"
"470","https://doi.org/10.1016/0016-7037(95)00445-9","Yang, C., Telmer, K. and Veizer, J., 1996. Chemical dynamics of the ""St. Lawrence"" riverine system: ?DH2O, ?18OH2O, ?13CDIC, ?34Ssulfate, and dissolved 87Sr/86Sr. Geochimica et Cosmochimica Acta, 60(5), pp.851-866."
"471","https://doi.org/10.1080/14614103.2023.2260622","Zaugg, C., et al., 2023. Mapping Strontium Isotope Geographical Variability as a Basis for Multi-regional Human Mobility: The Sybaris Region (S Italy) in the Early 1st Millennium BC. Environmental Archaeology, 1-19."
"472","https://doi.org/10.1016/j.apgeochem.2013.05.013","Zhang, F., Jin, Z.D., Li, F.C., Yu, J.M., You, C.F., Zhou, L., 2013. The dominance of loess weathering on water and sediment chemistry within the Daihai Lake catchment, northeastern Chinese Loess Plateau. Appl. Geochem. 35, 51-63."
"473","https://doi.org/10.1016/0009-2541(94)00088-P","Zhang, J., Takahashi, K., Wushiki, H., Yabuki, S., Xiong, J.M. and Masuda, A., 1995. Water geochemistry of the rivers around the Taklimakan Desert (NW China): crustal weathering and evaporation processes in arid land. Chem Geo, 119(1-4), pp.225-237."
"474","https://doi.org/10.3390/w13213137","Zhang, S., Han, G., Zeng, J., Xiao, X., & Malem, F. (2021). A strontium and hydro-geochemical perspective on human impacted tributary of the Mekong River Basin: sources identification, fluxes, and CO2 consumption. Water, 13(21), 3137."
"475","https://doi.org/10.1016/j.envres.2022.113330","Zhang, Shitong, et al. ""Source tracing and chemical weathering implications of strontium in agricultural basin in Thailand during flood season: A combined hydrochemical approach and strontium isotope."" Environmental Research 212 (2022): 113330."
"476","https://doi.org/10.7717/peerj.13223","Zhang, Shitong, Guilin Han, and Jie Zeng. ""Geochemical characteristics of strontium isotopes in a coastal watershed: implications for anthropogenic influenced chemical weathering and export flux."" PeerJ 10 (2022): e13223."
"477","","Zhao, C.Y., et al. , 2011. Strontium isotope analysis of archaeological fauna from the Wadian site, Henan. Proceeding of the 39th Conference on Computing Applications and Quantiative Methods in Arcahaeology."
"478","DOI: 10.16359/j.cnki.cn11-1963/q.2016.0019","Zhao, C.Y., Wang, M.H., Ye, M.L., 2016. Strontium isotope analysis of human teeth and bones from the Lajia site in Qinghai province. Acta Anthrop. Sin. 35, 212-222 (In Chinese)."
"479","10.3969/j.issn.1001-7410.2011.01.04","Zhao, C.Y., Yuan, J., He, N., 2011. Strontium isotope analysis of archaeological fauna from the Taosi site, Xiangfen county, Shanxi province. Quat. Sci. 31, 23-28 (In Chinese)."
"480","","Zhao, J.C., et al., 2007. Origin and environmental significance of major elements and Sr isotope rations in rivers originating from Tanggula Mountains. Geoscience 21, 591-599 (In Chinese)."
"481","https://doi.org/10.1016/j.chemgeo.2009.09.003","Zhou, H.Y., Feng, Y.X., Zhao, J.X., Shen, C.C., You., C.F., Lin, Y., 2009. Deglacial variations of Sr and 87Sr/86Sr ratio recorded by a stalagmite from Central China and their association with past climate and environment. Chem. Geol. 268, 233-247."
"482","https://doi.org/10.1016/j.apgeochem.2017.03.014","Zielinski, M. et al., 2017. The strontium isotope budget of the Warta River (Poland): Between silicate and carbonate weathering, and anthropogenic pressure. Applied Geochemistry, 81, pp.1-11."
"483","https://doi.org/10.1016/j.scitotenv.2016.01.036","Zielinski, M., Dopieralska, J., Belka, Z., Walczak, A., Siepak, M. and Jakubowicz, M., 2016. Sr isotope tracing of multiple water sources in a complex river system, Note? River, central Poland. Science of the Total Environment, 548, pp.307-316."
"484","https://doi.org/10.1016/j.scitotenv.2021.145792","Zielinski, M., et al., 2021. Mapping of spatial variations in Sr isotope signatures (Sr-87/Sr-86) in Poland-Implications of anthropogenic Sr contamination for archaeological provenance and migration research. SCIENCE OF THE TOTAL ENVIRONMENT, 775."
"485","10.1017/S0956536120000218","Freiwald, Carolyn, Katherine A. Miller Wolf, Timothy Pugh, Asta J. Rand, and Paul D. Fullagar. 2020. ""Early Colonialism and Population Movement at the Mission San Bernabé, Guatemala."" Ancient Mesoamerica 31 (3): 543–53."
"486","10.4324/9780429341618-32","Price, T. Douglas, and Carolyn Freiwald. 2022. ""Baseline Strontium Isotope Ratios in Mesoamerica."" In The Routledge Handbook of Mesoamerican Bioarchaeology, edited by Vera Tiesler, 1st ed., 486–509. Routledge. https://doi.org/10.4324/9780429341618-32."
"487","10.1016/j.jaa.2009.10.001","Price, TD, et al. 2010. ""Kings and Commoners at Copan: Isotopic Evidence for Origins and Movement in the Classic Maya Period."" Journal of Anthropological Archaeology 29 (1): 15–32."
"488","10.1016/j.jasrep.2024.104522","Sharpe, Ashley E., et al. 2024. ""An Isotopic Examination of Maya Preclassic and Classic Animal and Human Diets at Ceibal, Guatemala."" Journal of Archaeological Science: Reports 55 (May):104522."
"489","","Wright, Lori E. 2012. ""Immigration to Tikal, Guatemala: Evidence from Stable Strontium and Oxygen Isotopes."" Journal of Anthropological Archaeology 31 (3): 334–52."
