"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8X7MVW6S","journalArticle","2017","Gomez, Pablo; Pacheco, Aryel","Movilidad y dieta en el valle de el mauro (31° 57’ S. - 71° 01’ W.), norte semiárido de Chile, entre 8350-929 cal. ap.","Comechingonia. Revista de Arqueología","","2250-7728, 0326-7911","10.37603/2250.7728.v20.n1.17938","https://revistas.unc.edu.ar/index.php/comechingonia/article/view/17938","El valle de El Mauro se localiza a 40 km del Océano Pacífico (1000 msnm) en el extremo meridional del Norte Semiárido de Chile. Para contribuir al conocimiento de la movilidad y dieta prehispánica en el valle se analizó el radiocarbono y los isótopos de estroncio ( ?? Sr/ ?? Sr), oxígeno (?¹ ? O), nitrógeno (?¹ ? N) y carbono (?13C) de 21 individuos y un entierro múltiple (NMI=3). Los datos indican el arribo esporádico de individuos de origen y/o hábitat costeros entre 8350-3000 cal. AP. Posterior a 3000 cal. AP las inhumaciones se hicieron frecuentes, ya no de foráneos sino de individuos locales. Poco después de 2000 cal. AP y hasta 900 cal. AP las inhumaciones siguieron siendo frecuentes, también de individuos locales. En toda la secuencia temporal (8350-929 cal. AP) se consumieron eminentemente recursos terrestres/locales del valle. La carne terrestre fue parte de la dieta hasta ca. 2000 cal. AP. Luego se detectaron dos grupos: uno que mantuvo dietas que incorporaban carne y otro prácticamente vegetariano. En toda la secuencia se observó un consumo puro o preferente de plantas C3, pero después de ca. 2000 cal. AP se detectó la incorporación de plantas C4 o CAM en el grupo con dieta vegetariana.","2017-09-30","2024-07-10 15:02:02","2024-07-10 15:02:02","2024-07-10 15:02:02","51-80","","1","20","","Come","","","","","","","","","http://creativecommons.org/licenses/by-sa/4.0","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\JGR3WUZP\Gomez and Pacheco - 2017 - Movilidad y dieta en el valle de el mauro (31° 57’.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TMNSXWFH","journalArticle","2021","Halperin, Christina T.; Flynn-Arajdal, Yasmine; Wolf, Katherine A. Miller; Freiwald, Carolyn","Terminal Classic residential histories, migration, and foreigners at the Maya site of Ucanal, Petén, Guatemala","Journal of Anthropological Archaeology","","02784165","10.1016/j.jaa.2021.101337","https://linkinghub.elsevier.com/retrieve/pii/S0278416521000702","","2021-12","2024-07-10 15:02:12","2024-07-10 15:02:12","2024-07-10 15:02:12","101337","","","64","","Journal of Anthropological Archaeology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U8ASM8CG","journalArticle","2019","Isaakidou, Valasia; Styring, Amy; Halstead, Paul; Nitsch, Erika; Stroud, Elizabeth; Le Roux, Petrus; Lee-Thorp, Julia; Bogaard, Amy","From texts to teeth: A multi-isotope study of sheep and goat herding practices in the Late Bronze Age (‘Mycenaean’) polity of Knossos, Crete","Journal of Archaeological Science: Reports","","2352409X","10.1016/j.jasrep.2018.09.019","https://linkinghub.elsevier.com/retrieve/pii/S2352409X18303389","","2019-02","2024-06-05 21:29:16","2024-07-11 15:42:06","2024-07-10 15:02:13","36-56","","","23","","Journal of Archaeological Science: Reports","From texts to teeth","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\YQ5DN88V\Isaakidou et al. - 2019 - From texts to teeth A multi-isotope study of shee.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XLCS25A","journalArticle","2011","Jin, Zhangdong; You, Chen-Feng; Yu, Jimin; Wu, Lingling; Zhang, Fei; Liu, Hou-Chun","Seasonal contributions of catchment weathering and eolian dust to river water chemistry, northeastern Tibetan Plateau: Chemical and Sr isotopic constraints","Journal of Geophysical Research","","0148-0227","10.1029/2011JF002002","http://doi.wiley.com/10.1029/2011JF002002","","2011-10-19","2024-06-05 21:29:41","2024-07-11 15:42:30","2024-07-10 15:02:33","F04006","","F4","116","","J. Geophys. Res.","Seasonal contributions of catchment weathering and eolian dust to river water chemistry, northeastern Tibetan Plateau","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\VL9LZK9M\Jin et al. - 2011 - Seasonal contributions of catchment weathering and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BK9S2LEL","journalArticle","2010","Keller, Katy; Blum, Joel D.; Kling, George W.","Stream geochemistry as an indicator of increasing permafrost thaw depth in an arctic watershed","Chemical Geology","","00092541","10.1016/j.chemgeo.2010.02.013","https://linkinghub.elsevier.com/retrieve/pii/S0009254110000562","","2010-04","2024-07-10 15:02:35","2024-07-10 15:02:35","2024-07-10 15:02:35","76-81","","1-2","273","","Chemical Geology","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XBAY5TM","journalArticle","2008","Kierdorf, Horst; Åberg, Göran; Kierdorf, Uwe","Lead concentrations and lead and strontium stable-isotope ratios in teeth of European roe deer (Capreolus capreolus)","European Journal of Wildlife Research","","1612-4642, 1439-0574","10.1007/s10344-007-0152-9","http://link.springer.com/10.1007/s10344-007-0152-9","","2008-05","2024-07-10 15:02:37","2024-07-10 15:02:37","2024-07-10 15:02:37","313-319","","2","54","","Eur J Wildl Res","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQ7NE8S2","journalArticle","1995","Koch, Paul L.; Heisinger, Jennifer; Moss, Cynthia; Carlson, Richard W.; Fogel, Marilyn L.; Behrensmeyer, Anna K.","Isotopic Tracking of Change in Diet and Habitat Use in African Elephants","Science","","0036-8075, 1095-9203","10.1126/science.267.5202.1340","https://www.science.org/doi/10.1126/science.267.5202.1340","The carbon, nitrogen, and strontium isotope compositions of elephants in Amboseli Park, Kenya, were measured to examine changes in diet and habitat use since the 1960s. Carbon isotope ratios, which reflect the photosynthetic pathway of food plants, record a shift in diet from trees and shrubs to grass. Strontium isotope ratios, which reflect the geologic age of bedrock, document the concentration of elephants within the park. The high isotopic variability produced by behavioral and ecological shifts, if it is representative of other East African elephant populations, may complicate the use of isotopes as indicators of the source region of ivory.","1995-03-03","2024-07-10 15:02:38","2024-07-10 15:02:38","2024-07-10 15:02:38","1340-1343","","5202","267","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3FSECZQ","journalArticle","2005","Milton, Da; Chenery, Sr","Movement patterns of barramundi Lates calcarifer, inferred from 87Sr/86Sr and Sr/Ca ratios in otoliths, indicate non-participation in spawning","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps301279","http://www.int-res.com/abstracts/meps/v301/p279-291/","","2005","2024-07-10 15:02:39","2024-07-10 15:02:39","2024-07-10 15:02:39","279-291","","","301","","Mar. Ecol. Prog. Ser.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\74RLGYP3\Milton and Chenery - 2005 - Movement patterns of barramundi Lates calcarifer, .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVB7YCUE","journalArticle","2018","Laffoon, Jason E.; Sonnemann, Till F.; Antczak, Marlena M.; Antczak, Andrzej","Sourcing nonnative mammal remains from Dos Mosquises Island, Venezuela: new multiple isotope evidence","Archaeological and Anthropological Sciences","","1866-9557, 1866-9565","10.1007/s12520-016-0453-6","http://link.springer.com/10.1007/s12520-016-0453-6","","2018-09","2024-06-05 21:30:21","2024-07-11 15:42:44","2024-07-10 15:02:51","1265-1281","","6","10","","Archaeol Anthropol Sci","Sourcing nonnative mammal remains from Dos Mosquises Island, Venezuela","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\9W4TMJMJ\Laffoon et al. - 2018 - Sourcing nonnative mammal remains from Dos Mosquis.pdf; C:\Users\chris\Zotero\storage\FW6KPZM2\Laffoon et al. - 2018 - Sourcing nonnative mammal remains from Dos Mosquis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3HJX22D","journalArticle","2021","Lahtinen, Maria; Arppe, Laura; Nowell, Geoff","Source of strontium in archaeological mobility studies—marine diet contribution to the isotopic composition","Archaeological and Anthropological Sciences","","1866-9557, 1866-9565","10.1007/s12520-020-01240-w","http://link.springer.com/10.1007/s12520-020-01240-w","Abstract             The strontium isotope composition of human tissues is widely used in archaeological mobility studies. However, little attention is paid to the relative contributions of terrestrial versus marine sources of strontium in these studies. There is some debate over the role of a solid diet versus drinking water as the most important source of strontium for the human body, with related possibilities of misinterpretation of the archaeological record if only strontium isotope compositions of the biosphere are studied. However, there is a third component, marine strontium, which is commonly not assumed to contribute towards the strontium isotope composition of archaeological skeletal remains, especially in locations that are not directly coastal. To illustrate the potentially obfuscating effects of mixed Sr sources in a human population, we present a case study of twelve individuals from the medieval Finnish site Iin Hamina with a known dietary history. Our study shows that marine consumption is a significant factor explaining the strontium isotope composition of the Iin Hamina human remains, with implication of erroneous conclusions about immigration without prior knowledge of diet composition. Thus, future studies should always incorporate a rigorous analysis of dietary history, with special regard to potential consumption of aquatic resources, when strontium isotope analysis is used as a method in the study of palaeomobility.","2021-01","2024-06-05 21:30:29","2024-07-11 15:42:46","2024-07-10 15:02:55","1","","1","13","","Archaeol Anthropol Sci","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\JRI29CP7\Lahtinen et al. - 2021 - Source of strontium in archaeological mobility stu.pdf; C:\Users\chris\Zotero\storage\H264WA4B\Lahtinen et al. - 2021 - Source of strontium in archaeological mobility stu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
